OBD_No,OBD_Date,Goods_Issue_Time,Pick_Time,Pick_Date
20162254,2/15/2024,45:00.0,45:00.0,2/16/2024
20176835,3/27/2022,30:00.0,15:00.0,3/28/2022
20181823,2/1/2024,30:00.0,45:00.0,2/3/2024
20186407,12/6/2023,30:00.0,15:00.0,12/8/2023
20186639,4/8/2023,15:00.0,45:00.0,4/10/2023
20194178,2/14/2022,45:00.0,30:00.0,2/14/2022
20200074,3/5/2024,00:00.0,00:00.0,0001-01-01
20202604,0001-01-01,00:00.0,00:00.0,0001-01-01
20202701,3/8/2023,30:00.0,00:00.0,0001-01-01
20203401,3/13/2023,45:00.0,00:00.0,0001-01-01
20203912,4/17/2022,00:00.0,30:00.0,4/17/2022
20204755,0001-01-01,00:00.0,00:00.0,0001-01-01
20207061,0001-01-01,00:00.0,00:00.0,0001-01-01
20211263,12/8/2022,30:00.0,30:00.0,12/8/2022
20213902,5/25/2023,00:00.0,00:00.0,5/27/2023
20218687,9/14/2022,30:00.0,15:00.0,9/15/2022
20219012,12/20/2022,30:00.0,30:00.0,12/22/2022
20219296,10/4/2023,15:00.0,00:00.0,0001-01-01
20219741,0001-01-01,00:00.0,00:00.0,0001-01-01
20221083,0001-01-01,00:00.0,00:00.0,0001-01-01
20221802,6/19/2022,00:00.0,00:00.0,6/20/2022
20222333,6/14/2022,15:00.0,15:00.0,6/14/2022
20226195,0001-01-01,00:00.0,00:00.0,0001-01-01
20230008,4/26/2023,30:00.0,00:00.0,0001-01-01
20230060,1/28/2022,00:00.0,15:00.0,1/30/2022
20230849,1/17/2022,00:00.0,00:00.0,1/17/2022
20231363,11/22/2023,45:00.0,15:00.0,11/22/2023
20234362,2/15/2024,45:00.0,30:00.0,2/17/2024
20234940,5/25/2023,15:00.0,00:00.0,0001-01-01
20235011,9/2/2023,00:00.0,45:00.0,9/3/2023
20236554,9/11/2023,15:00.0,45:00.0,9/11/2023
20236711,0001-01-01,00:00.0,00:00.0,0001-01-01
20239462,6/2/2022,00:00.0,30:00.0,6/4/2022
20246842,7/21/2022,15:00.0,45:00.0,7/21/2022
20248176,2/7/2022,00:00.0,30:00.0,2/7/2022
20250078,9/26/2023,30:00.0,15:00.0,9/28/2023
20251264,7/6/2022,30:00.0,00:00.0,7/8/2022
20251466,0001-01-01,00:00.0,00:00.0,0001-01-01
20254278,2/21/2024,45:00.0,30:00.0,2/23/2024
20255700,0001-01-01,00:00.0,00:00.0,0001-01-01
20260108,10/9/2022,45:00.0,00:00.0,10/10/2022
20262008,0001-01-01,00:00.0,00:00.0,0001-01-01
20262280,0001-01-01,00:00.0,00:00.0,0001-01-01
20266504,7/21/2022,00:00.0,45:00.0,7/22/2022
20266891,0001-01-01,00:00.0,00:00.0,0001-01-01
20269972,2/13/2023,45:00.0,00:00.0,2/13/2023
20273058,1/23/2022,00:00.0,00:00.0,1/25/2022
20277532,3/17/2022,00:00.0,00:00.0,3/18/2022
20279520,0001-01-01,00:00.0,00:00.0,0001-01-01
20288463,6/4/2024,00:00.0,00:00.0,0001-01-01
20293588,0001-01-01,00:00.0,00:00.0,0001-01-01
20293854,6/4/2023,30:00.0,00:00.0,0001-01-01
20294795,0001-01-01,00:00.0,00:00.0,0001-01-01
20297498,12/12/2023,45:00.0,00:00.0,12/13/2023
20298313,0001-01-01,00:00.0,00:00.0,0001-01-01
20298660,1/3/2022,45:00.0,00:00.0,1/5/2022
20300489,3/29/2023,30:00.0,30:00.0,3/29/2023
20301098,0001-01-01,00:00.0,00:00.0,0001-01-01
20301903,1/24/2023,30:00.0,15:00.0,1/25/2023
20305086,0001-01-01,00:00.0,00:00.0,0001-01-01
20307567,6/16/2022,15:00.0,00:00.0,6/18/2022
20308312,3/8/2022,45:00.0,45:00.0,3/9/2022
20309185,0001-01-01,00:00.0,00:00.0,0001-01-01
20309359,6/19/2022,30:00.0,30:00.0,6/20/2022
20311556,5/18/2022,30:00.0,00:00.0,5/18/2022
20311857,0001-01-01,00:00.0,00:00.0,0001-01-01
20313372,11/3/2023,30:00.0,15:00.0,11/3/2023
20317568,2/24/2023,15:00.0,30:00.0,2/24/2023
20317859,2/25/2023,15:00.0,00:00.0,0001-01-01
20318625,0001-01-01,00:00.0,00:00.0,0001-01-01
20318892,3/22/2024,45:00.0,30:00.0,3/23/2024
20319387,1/25/2024,45:00.0,00:00.0,0001-01-01
20324210,1/18/2022,45:00.0,00:00.0,1/18/2022
20324372,8/19/2022,15:00.0,00:00.0,8/20/2022
20327400,11/27/2022,15:00.0,15:00.0,11/27/2022
20327493,4/21/2022,45:00.0,15:00.0,4/23/2022
20327693,9/10/2023,30:00.0,45:00.0,9/10/2023
20329067,2/15/2022,15:00.0,00:00.0,2/17/2022
20330669,10/17/2023,15:00.0,00:00.0,0001-01-01
20331334,11/6/2022,30:00.0,30:00.0,11/8/2022
20335434,8/25/2022,45:00.0,00:00.0,8/26/2022
20340193,12/29/2023,15:00.0,00:00.0,0001-01-01
20340310,10/2/2024,15:00.0,00:00.0,0001-01-01
20343529,9/8/2022,15:00.0,30:00.0,9/8/2022
20344320,12/13/2022,30:00.0,15:00.0,12/14/2022
20345276,10/28/2023,30:00.0,00:00.0,0001-01-01
20352257,1/20/2022,15:00.0,45:00.0,1/20/2022
20354785,5/20/2022,45:00.0,15:00.0,5/21/2022
20355956,3/30/2022,00:00.0,45:00.0,4/1/2022
20361818,1/2/2023,00:00.0,00:00.0,1/4/2023
20364357,2/26/2024,15:00.0,15:00.0,2/28/2024
20365975,12/16/2023,45:00.0,00:00.0,0001-01-01
20369912,8/28/2023,15:00.0,30:00.0,8/28/2023
20370954,0001-01-01,00:00.0,00:00.0,0001-01-01
20376565,11/12/2022,00:00.0,00:00.0,11/13/2022
20378430,4/4/2023,15:00.0,15:00.0,4/5/2023
20382674,2/16/2022,15:00.0,45:00.0,2/18/2022
20384600,0001-01-01,00:00.0,00:00.0,0001-01-01
20385959,2/11/2023,15:00.0,00:00.0,2/11/2023
20386649,0001-01-01,00:00.0,00:00.0,0001-01-01
20388359,0001-01-01,00:00.0,00:00.0,0001-01-01
20392769,3/24/2023,45:00.0,30:00.0,3/25/2023
20394529,2/28/2022,45:00.0,30:00.0,3/1/2022
20398669,10/19/2022,15:00.0,45:00.0,10/20/2022
20399074,0001-01-01,00:00.0,00:00.0,0001-01-01
20399639,0001-01-01,00:00.0,00:00.0,0001-01-01
20400935,5/28/2024,45:00.0,30:00.0,5/28/2024
20402470,4/5/2023,15:00.0,00:00.0,0001-01-01
20404563,0001-01-01,00:00.0,00:00.0,0001-01-01
20405175,3/6/2022,15:00.0,00:00.0,3/7/2022
20405213,11/29/2023,00:00.0,00:00.0,0001-01-01
20405441,8/16/2023,45:00.0,00:00.0,8/18/2023
20410027,12/20/2023,30:00.0,30:00.0,12/22/2023
20411841,0001-01-01,00:00.0,00:00.0,0001-01-01
20413322,2/16/2022,45:00.0,30:00.0,2/18/2022
20415789,0001-01-01,00:00.0,00:00.0,0001-01-01
20417031,3/29/2024,30:00.0,30:00.0,3/30/2024
20418550,0001-01-01,00:00.0,00:00.0,0001-01-01
20418965,6/17/2022,15:00.0,45:00.0,6/18/2022
20422352,12/29/2023,15:00.0,00:00.0,0001-01-01
20425244,4/17/2023,00:00.0,30:00.0,4/18/2023
20425903,0001-01-01,00:00.0,00:00.0,0001-01-01
20427098,0001-01-01,00:00.0,00:00.0,0001-01-01
20428222,9/26/2022,15:00.0,15:00.0,9/28/2022
20433455,4/15/2023,15:00.0,15:00.0,4/17/2023
20435361,11/24/2022,00:00.0,00:00.0,11/26/2022
20436008,6/26/2023,45:00.0,00:00.0,0001-01-01
20436550,11/23/2022,15:00.0,00:00.0,11/23/2022
20437791,8/27/2023,45:00.0,00:00.0,8/29/2023
20438033,3/24/2022,30:00.0,00:00.0,3/24/2022
20440583,0001-01-01,00:00.0,00:00.0,0001-01-01
20442542,9/22/2022,30:00.0,30:00.0,9/24/2022
20443290,10/25/2023,30:00.0,15:00.0,10/26/2023
20443308,7/31/2024,00:00.0,15:00.0,8/1/2024
20443908,8/12/2023,00:00.0,45:00.0,8/14/2023
20446456,2/8/2022,30:00.0,45:00.0,2/9/2022
20446579,1/19/2022,15:00.0,30:00.0,1/19/2022
20449672,0001-01-01,00:00.0,00:00.0,0001-01-01
20450542,9/9/2022,30:00.0,15:00.0,9/9/2022
20453825,0001-01-01,00:00.0,00:00.0,0001-01-01
20460308,9/1/2022,15:00.0,45:00.0,9/3/2022
20460758,9/9/2022,15:00.0,00:00.0,9/10/2022
20467889,2/8/2024,00:00.0,00:00.0,2/8/2024
20471228,9/30/2022,30:00.0,30:00.0,10/1/2022
20473561,4/29/2024,15:00.0,00:00.0,0001-01-01
20478739,10/27/2022,45:00.0,15:00.0,10/28/2022
20479701,5/27/2023,30:00.0,15:00.0,5/27/2023
20482769,0001-01-01,00:00.0,00:00.0,0001-01-01
20485555,1/17/2023,30:00.0,30:00.0,1/18/2023
20486245,0001-01-01,00:00.0,00:00.0,0001-01-01
20490489,6/16/2022,00:00.0,45:00.0,6/18/2022
20491063,5/28/2022,30:00.0,45:00.0,5/30/2022
20492341,0001-01-01,00:00.0,00:00.0,0001-01-01
20493304,0001-01-01,00:00.0,00:00.0,0001-01-01
20493527,5/31/2022,45:00.0,00:00.0,6/2/2022
20495780,3/19/2022,30:00.0,00:00.0,3/21/2022
20497522,7/16/2023,45:00.0,00:00.0,0001-01-01
20498581,0001-01-01,00:00.0,00:00.0,0001-01-01
20499540,7/10/2023,45:00.0,00:00.0,0001-01-01
20499766,2/19/2023,15:00.0,30:00.0,2/21/2023
20500470,8/3/2023,30:00.0,45:00.0,8/4/2023
20501450,2/23/2024,15:00.0,00:00.0,0001-01-01
20506156,0001-01-01,00:00.0,00:00.0,0001-01-01
20511576,8/17/2022,30:00.0,45:00.0,8/19/2022
20516169,7/5/2022,00:00.0,45:00.0,7/7/2022
20517721,1/27/2023,00:00.0,00:00.0,1/27/2023
20521659,3/2/2022,30:00.0,00:00.0,3/3/2022
20523679,10/20/2023,45:00.0,15:00.0,10/20/2023
20523931,0001-01-01,00:00.0,00:00.0,0001-01-01
20526386,0001-01-01,00:00.0,00:00.0,0001-01-01
20530320,5/10/2023,15:00.0,00:00.0,0001-01-01
20533057,9/11/2024,45:00.0,30:00.0,9/13/2024
20537429,0001-01-01,00:00.0,00:00.0,0001-01-01
20542212,7/25/2022,15:00.0,45:00.0,7/26/2022
20547740,5/29/2024,30:00.0,30:00.0,5/29/2024
20549157,10/31/2023,30:00.0,00:00.0,10/31/2023
20550362,0001-01-01,00:00.0,00:00.0,0001-01-01
20553199,7/9/2023,30:00.0,30:00.0,7/11/2023
20555854,10/23/2023,30:00.0,00:00.0,10/25/2023
20558159,0001-01-01,00:00.0,00:00.0,0001-01-01
20560999,5/26/2022,15:00.0,45:00.0,5/27/2022
20562429,4/21/2022,15:00.0,00:00.0,4/23/2022
20562587,0001-01-01,00:00.0,00:00.0,0001-01-01
20564233,12/30/2023,45:00.0,00:00.0,0001-01-01
20566759,1/6/2023,30:00.0,30:00.0,1/7/2023
20568222,10/31/2022,45:00.0,45:00.0,11/2/2022
20570029,1/7/2022,45:00.0,30:00.0,1/7/2022
20570710,5/16/2023,00:00.0,30:00.0,5/17/2023
20571641,5/26/2023,30:00.0,30:00.0,5/27/2023
20572309,0001-01-01,00:00.0,00:00.0,0001-01-01
20580463,11/17/2022,15:00.0,15:00.0,11/19/2022
20581670,2/25/2024,00:00.0,00:00.0,0001-01-01
20581831,1/9/2022,00:00.0,00:00.0,1/10/2022
20587268,0001-01-01,00:00.0,00:00.0,0001-01-01
20590155,2/26/2023,15:00.0,15:00.0,2/26/2023
20593403,8/9/2022,45:00.0,00:00.0,8/11/2022
20596175,3/19/2022,45:00.0,15:00.0,3/19/2022
20597167,4/23/2022,15:00.0,45:00.0,4/23/2022
20598952,3/31/2023,45:00.0,00:00.0,0001-01-01
20599735,3/17/2023,15:00.0,00:00.0,0001-01-01
20600510,1/26/2023,30:00.0,45:00.0,1/27/2023
20601292,3/28/2022,45:00.0,45:00.0,3/30/2022
20602300,7/7/2022,30:00.0,00:00.0,7/9/2022
20602752,0001-01-01,00:00.0,00:00.0,0001-01-01
20605085,4/13/2022,30:00.0,15:00.0,4/15/2022
20605783,12/17/2022,45:00.0,15:00.0,12/19/2022
20607151,9/27/2023,00:00.0,00:00.0,0001-01-01
20607284,10/13/2022,30:00.0,45:00.0,10/13/2022
20613030,7/23/2022,45:00.0,30:00.0,7/23/2022
20613694,8/28/2024,15:00.0,00:00.0,0001-01-01
20613757,7/1/2023,00:00.0,00:00.0,7/3/2023
20614454,2/13/2022,00:00.0,45:00.0,2/14/2022
20619290,0001-01-01,00:00.0,00:00.0,0001-01-01
20621354,0001-01-01,00:00.0,00:00.0,0001-01-01
20625718,8/29/2023,30:00.0,30:00.0,8/29/2023
20627779,5/22/2022,15:00.0,15:00.0,5/23/2022
20635330,4/11/2022,45:00.0,30:00.0,4/11/2022
20636033,8/22/2023,00:00.0,00:00.0,0001-01-01
20641856,4/30/2024,45:00.0,00:00.0,0001-01-01
20642203,7/31/2022,30:00.0,15:00.0,8/1/2022
20645413,0001-01-01,00:00.0,00:00.0,0001-01-01
20647687,12/16/2023,45:00.0,00:00.0,0001-01-01
20650098,5/29/2024,15:00.0,00:00.0,5/30/2024
20650875,12/5/2022,30:00.0,30:00.0,12/5/2022
20651072,2/11/2023,00:00.0,15:00.0,2/11/2023
20651368,1/22/2022,00:00.0,30:00.0,1/23/2022
20654115,4/7/2024,30:00.0,00:00.0,4/8/2024
20656998,3/5/2023,30:00.0,00:00.0,0001-01-01
20658492,0001-01-01,00:00.0,00:00.0,0001-01-01
20661020,6/16/2022,00:00.0,15:00.0,6/17/2022
20662473,0001-01-01,00:00.0,00:00.0,0001-01-01
20663247,11/1/2023,45:00.0,00:00.0,0001-01-01
20664018,11/24/2022,00:00.0,30:00.0,11/26/2022
20664282,0001-01-01,00:00.0,00:00.0,0001-01-01
20664632,12/6/2023,00:00.0,00:00.0,0001-01-01
20666439,5/2/2024,45:00.0,45:00.0,5/3/2024
20666693,5/17/2023,45:00.0,45:00.0,5/19/2023
20668526,0001-01-01,00:00.0,00:00.0,0001-01-01
20670103,4/28/2022,30:00.0,15:00.0,4/29/2022
20673603,5/31/2023,45:00.0,00:00.0,0001-01-01
20674593,6/25/2023,00:00.0,00:00.0,0001-01-01
20676951,3/9/2022,15:00.0,45:00.0,3/9/2022
20678134,2/3/2023,00:00.0,15:00.0,2/4/2023
20678191,7/5/2023,45:00.0,30:00.0,7/7/2023
20680980,5/2/2023,00:00.0,45:00.0,5/3/2023
20684663,5/29/2022,45:00.0,30:00.0,5/31/2022
20685512,1/7/2023,15:00.0,45:00.0,1/8/2023
20686342,0001-01-01,00:00.0,00:00.0,0001-01-01
20686744,0001-01-01,00:00.0,00:00.0,0001-01-01
20687193,2/22/2024,45:00.0,00:00.0,2/22/2024
20689300,7/31/2023,45:00.0,30:00.0,8/1/2023
20693574,6/14/2022,00:00.0,45:00.0,6/14/2022
20694051,1/17/2022,00:00.0,15:00.0,1/18/2022
20695696,10/8/2022,15:00.0,00:00.0,10/9/2022
20695820,5/17/2022,00:00.0,30:00.0,5/18/2022
20696246,2/3/2024,00:00.0,00:00.0,0001-01-01
20698169,3/29/2023,15:00.0,30:00.0,3/29/2023
20701790,11/22/2022,15:00.0,00:00.0,11/22/2022
20710416,3/17/2022,00:00.0,30:00.0,3/19/2022
20711890,11/19/2023,00:00.0,00:00.0,11/20/2023
20712150,6/1/2023,30:00.0,00:00.0,6/3/2023
20724388,11/12/2023,45:00.0,15:00.0,11/13/2023
20727789,5/25/2022,30:00.0,15:00.0,5/27/2022
20730487,3/3/2023,00:00.0,15:00.0,3/4/2023
20730923,1/3/2022,30:00.0,30:00.0,1/5/2022
20731620,2/3/2023,15:00.0,00:00.0,2/3/2023
20733065,7/31/2022,15:00.0,15:00.0,8/2/2022
20736553,6/24/2022,00:00.0,30:00.0,6/25/2022
20739561,11/24/2023,45:00.0,00:00.0,0001-01-01
20741296,8/15/2022,30:00.0,15:00.0,8/15/2022
20744651,9/21/2023,15:00.0,00:00.0,0001-01-01
20745888,7/8/2023,45:00.0,00:00.0,0001-01-01
20746107,1/26/2024,45:00.0,15:00.0,1/28/2024
20746667,9/10/2022,45:00.0,30:00.0,9/11/2022
20747850,5/11/2024,45:00.0,00:00.0,0001-01-01
20750109,8/6/2022,15:00.0,15:00.0,8/8/2022
20751435,12/29/2023,30:00.0,15:00.0,12/30/2023
20760289,0001-01-01,00:00.0,00:00.0,0001-01-01
20761351,2/11/2023,30:00.0,45:00.0,2/11/2023
20761833,8/6/2023,30:00.0,15:00.0,8/7/2023
20762437,11/3/2023,00:00.0,30:00.0,11/4/2023
20763396,0001-01-01,00:00.0,00:00.0,0001-01-01
20767361,0001-01-01,00:00.0,00:00.0,0001-01-01
20773816,6/7/2022,30:00.0,45:00.0,6/8/2022
20774838,1/29/2024,45:00.0,00:00.0,1/29/2024
20774925,2/28/2024,30:00.0,00:00.0,0001-01-01
20775583,0001-01-01,00:00.0,00:00.0,0001-01-01
20776680,0001-01-01,00:00.0,00:00.0,0001-01-01
20776988,9/5/2022,30:00.0,00:00.0,9/6/2022
20777094,6/5/2022,15:00.0,45:00.0,6/6/2022
20782081,12/3/2022,45:00.0,15:00.0,12/5/2022
20782145,2/16/2024,00:00.0,45:00.0,2/16/2024
20787221,9/7/2022,15:00.0,45:00.0,9/7/2022
20787879,0001-01-01,00:00.0,00:00.0,0001-01-01
20789075,6/11/2023,45:00.0,00:00.0,0001-01-01
20794452,9/1/2023,45:00.0,00:00.0,0001-01-01
20801701,6/30/2022,15:00.0,00:00.0,7/2/2022
20803340,2/2/2023,45:00.0,30:00.0,2/3/2023
20805307,7/22/2023,45:00.0,15:00.0,7/24/2023
20807157,11/8/2023,30:00.0,30:00.0,11/10/2023
20811481,10/2/2023,30:00.0,00:00.0,0001-01-01
20811695,2/2/2022,45:00.0,30:00.0,2/3/2022
20813958,8/17/2023,45:00.0,45:00.0,8/17/2023
20815121,7/13/2022,45:00.0,30:00.0,7/13/2022
20818494,10/19/2024,00:00.0,00:00.0,0001-01-01
20819970,0001-01-01,00:00.0,00:00.0,0001-01-01
20820219,7/4/2024,00:00.0,15:00.0,7/5/2024
20820727,2/23/2024,00:00.0,45:00.0,2/25/2024
20821097,3/5/2022,30:00.0,15:00.0,3/7/2022
20821631,0001-01-01,00:00.0,00:00.0,0001-01-01
20830992,2/19/2023,45:00.0,45:00.0,2/19/2023
20832250,11/18/2022,30:00.0,15:00.0,11/19/2022
20834088,10/1/2022,30:00.0,30:00.0,10/2/2022
20839968,0001-01-01,00:00.0,00:00.0,0001-01-01
20843514,1/6/2024,45:00.0,00:00.0,0001-01-01
20843786,3/29/2022,45:00.0,30:00.0,3/31/2022
20845744,0001-01-01,00:00.0,00:00.0,0001-01-01
20846182,0001-01-01,00:00.0,00:00.0,0001-01-01
20848742,0001-01-01,00:00.0,00:00.0,0001-01-01
20852969,8/1/2023,45:00.0,30:00.0,8/2/2023
20854852,6/4/2022,15:00.0,30:00.0,6/4/2022
20857305,6/20/2022,15:00.0,45:00.0,6/22/2022
20859174,5/23/2023,00:00.0,15:00.0,5/25/2023
20865413,9/2/2023,30:00.0,15:00.0,9/3/2023
20866138,0001-01-01,00:00.0,00:00.0,0001-01-01
20869023,0001-01-01,00:00.0,00:00.0,0001-01-01
20880178,1/2/2023,15:00.0,45:00.0,1/4/2023
20880919,0001-01-01,00:00.0,00:00.0,0001-01-01
20882743,6/14/2022,45:00.0,00:00.0,6/16/2022
20892215,2/2/2024,30:00.0,00:00.0,0001-01-01
20893237,3/1/2022,00:00.0,15:00.0,3/3/2022
20900332,0001-01-01,00:00.0,00:00.0,0001-01-01
20900372,11/2/2022,00:00.0,15:00.0,11/2/2022
20900384,10/8/2024,15:00.0,00:00.0,0001-01-01
20901565,2/8/2023,15:00.0,30:00.0,2/9/2023
20909520,2/13/2024,15:00.0,15:00.0,2/13/2024
20912414,7/30/2023,30:00.0,30:00.0,7/31/2023
20912930,8/28/2023,15:00.0,00:00.0,8/29/2023
20914644,0001-01-01,00:00.0,00:00.0,0001-01-01
20936586,5/25/2022,45:00.0,30:00.0,5/26/2022
20937062,7/1/2022,45:00.0,00:00.0,7/2/2022
20938161,0001-01-01,00:00.0,00:00.0,0001-01-01
20939544,7/8/2022,15:00.0,15:00.0,7/8/2022
20941991,1/24/2022,15:00.0,45:00.0,1/26/2022
20949687,6/29/2022,00:00.0,30:00.0,7/1/2022
20951319,5/2/2023,00:00.0,30:00.0,5/4/2023
20952896,2/22/2024,00:00.0,30:00.0,2/24/2024
20953672,6/28/2022,00:00.0,15:00.0,6/29/2022
20957586,2/23/2022,00:00.0,00:00.0,2/23/2022
20961980,6/24/2023,15:00.0,00:00.0,0001-01-01
20964239,6/28/2022,00:00.0,15:00.0,6/28/2022
20967489,5/8/2023,30:00.0,00:00.0,0001-01-01
20971412,0001-01-01,00:00.0,00:00.0,0001-01-01
20978502,1/14/2023,30:00.0,00:00.0,1/15/2023
20980204,0001-01-01,00:00.0,00:00.0,0001-01-01
20981522,2/2/2023,00:00.0,15:00.0,2/3/2023
20986562,8/12/2023,15:00.0,00:00.0,0001-01-01
20989413,0001-01-01,00:00.0,00:00.0,0001-01-01
20990767,12/28/2023,15:00.0,00:00.0,12/29/2023
20992519,5/10/2023,30:00.0,00:00.0,0001-01-01
20992522,6/28/2023,15:00.0,00:00.0,0001-01-01
20992642,6/22/2023,15:00.0,45:00.0,6/23/2023
20997276,7/21/2022,15:00.0,00:00.0,7/21/2022
20998530,0001-01-01,00:00.0,00:00.0,0001-01-01
20998762,0001-01-01,00:00.0,00:00.0,0001-01-01
20999047,11/29/2024,45:00.0,30:00.0,11/30/2024
20999949,1/9/2022,15:00.0,45:00.0,1/11/2022
21005469,7/2/2022,00:00.0,45:00.0,7/4/2022
21005524,12/15/2022,00:00.0,30:00.0,12/17/2022
21006914,0001-01-01,00:00.0,00:00.0,0001-01-01
21007045,5/8/2022,45:00.0,15:00.0,5/10/2022
21010615,9/2/2023,30:00.0,00:00.0,0001-01-01
21010935,6/13/2022,00:00.0,30:00.0,6/15/2022
21010955,1/27/2024,45:00.0,45:00.0,1/27/2024
21014341,9/21/2023,45:00.0,30:00.0,9/23/2023
21014530,2/23/2022,00:00.0,00:00.0,2/23/2022
21015414,8/25/2023,45:00.0,45:00.0,8/25/2023
21018586,7/23/2022,45:00.0,30:00.0,7/24/2022
21020180,0001-01-01,00:00.0,00:00.0,0001-01-01
21027026,6/19/2023,45:00.0,00:00.0,0001-01-01
21028439,0001-01-01,00:00.0,00:00.0,0001-01-01
21030828,7/23/2022,45:00.0,00:00.0,7/23/2022
21032632,2/14/2022,30:00.0,15:00.0,2/14/2022
21040982,1/31/2022,15:00.0,00:00.0,2/2/2022
21041247,11/6/2023,30:00.0,45:00.0,11/8/2023
21041966,9/18/2022,30:00.0,00:00.0,9/19/2022
21043725,12/21/2022,45:00.0,00:00.0,12/23/2022
21044911,0001-01-01,00:00.0,00:00.0,0001-01-01
21048554,4/9/2022,30:00.0,30:00.0,4/9/2022
21052218,0001-01-01,00:00.0,00:00.0,0001-01-01
21054876,12/30/2023,15:00.0,00:00.0,12/30/2023
21056463,7/1/2024,45:00.0,00:00.0,0001-01-01
21056969,10/6/2023,00:00.0,15:00.0,10/7/2023
21059697,10/5/2024,30:00.0,00:00.0,10/5/2024
21066004,7/18/2022,30:00.0,00:00.0,7/19/2022
21067363,0001-01-01,00:00.0,00:00.0,0001-01-01
21070537,4/15/2022,15:00.0,00:00.0,4/15/2022
21074327,0001-01-01,00:00.0,00:00.0,0001-01-01
21078589,0001-01-01,00:00.0,00:00.0,0001-01-01
21078785,10/21/2023,30:00.0,30:00.0,10/23/2023
21079017,9/4/2023,30:00.0,45:00.0,9/6/2023
21079693,2/24/2023,00:00.0,00:00.0,0001-01-01
21080244,7/16/2022,30:00.0,30:00.0,7/17/2022
21087241,8/11/2022,45:00.0,45:00.0,8/12/2022
21087819,10/30/2022,30:00.0,30:00.0,10/31/2022
21087928,8/23/2023,00:00.0,00:00.0,0001-01-01
21088535,5/13/2024,15:00.0,00:00.0,0001-01-01
21089261,6/13/2022,45:00.0,45:00.0,6/14/2022
21090760,6/5/2023,30:00.0,45:00.0,6/5/2023
21091349,12/1/2023,30:00.0,30:00.0,12/2/2023
21095863,9/7/2022,00:00.0,15:00.0,9/7/2022
21097739,2/3/2023,30:00.0,15:00.0,2/5/2023
21098866,11/25/2023,15:00.0,00:00.0,0001-01-01
21100351,8/21/2022,30:00.0,15:00.0,8/22/2022
21100757,2/7/2024,30:00.0,00:00.0,0001-01-01
21106538,6/12/2023,30:00.0,00:00.0,0001-01-01
21107465,9/28/2023,15:00.0,00:00.0,0001-01-01
21108654,0001-01-01,00:00.0,00:00.0,0001-01-01
21111564,11/19/2023,30:00.0,15:00.0,11/20/2023
21114927,0001-01-01,00:00.0,00:00.0,0001-01-01
21116191,2/13/2024,15:00.0,15:00.0,2/15/2024
21116532,12/3/2023,15:00.0,00:00.0,0001-01-01
21121877,3/16/2023,30:00.0,45:00.0,3/17/2023
21123747,4/16/2022,00:00.0,00:00.0,4/16/2022
21126328,10/3/2022,30:00.0,00:00.0,10/5/2022
21127392,10/21/2022,00:00.0,45:00.0,10/23/2022
21127679,11/29/2023,00:00.0,00:00.0,0001-01-01
21129169,1/8/2024,15:00.0,00:00.0,0001-01-01
21129240,1/8/2023,15:00.0,30:00.0,1/10/2023
21132580,4/12/2023,00:00.0,00:00.0,0001-01-01
21135331,4/17/2022,45:00.0,00:00.0,4/19/2022
21136446,6/1/2022,15:00.0,15:00.0,6/3/2022
21137101,1/14/2023,15:00.0,45:00.0,1/15/2023
21140488,2/6/2022,00:00.0,30:00.0,2/8/2022
21141520,3/6/2022,15:00.0,30:00.0,3/7/2022
21142995,6/13/2022,00:00.0,45:00.0,6/13/2022
21149884,12/7/2022,00:00.0,45:00.0,12/9/2022
21150024,7/26/2022,45:00.0,00:00.0,7/27/2022
21152355,6/8/2022,15:00.0,45:00.0,6/10/2022
21152419,0001-01-01,00:00.0,00:00.0,0001-01-01
21154375,7/19/2022,15:00.0,00:00.0,7/19/2022
21159179,8/27/2023,15:00.0,00:00.0,8/27/2023
21160947,9/28/2023,45:00.0,30:00.0,9/30/2023
21162105,8/11/2022,45:00.0,00:00.0,8/13/2022
21162108,0001-01-01,00:00.0,00:00.0,0001-01-01
21162998,10/14/2022,45:00.0,45:00.0,10/15/2022
21170209,3/2/2022,30:00.0,00:00.0,3/3/2022
21172882,10/20/2023,45:00.0,30:00.0,10/20/2023
21174172,9/12/2023,15:00.0,45:00.0,9/12/2023
21178113,6/27/2023,15:00.0,00:00.0,0001-01-01
21179070,6/22/2022,00:00.0,15:00.0,6/22/2022
21180576,0001-01-01,00:00.0,00:00.0,0001-01-01
21181903,5/20/2022,15:00.0,15:00.0,5/20/2022
21182091,3/26/2023,15:00.0,00:00.0,0001-01-01
21184988,5/1/2023,00:00.0,15:00.0,5/2/2023
21185397,1/30/2024,30:00.0,00:00.0,0001-01-01
21188393,12/19/2023,15:00.0,30:00.0,12/19/2023
21189743,8/2/2022,45:00.0,00:00.0,8/2/2022
21191155,0001-01-01,00:00.0,00:00.0,0001-01-01
21191711,2/8/2023,45:00.0,45:00.0,2/9/2023
21191907,7/23/2022,45:00.0,15:00.0,7/23/2022
21192118,10/1/2022,00:00.0,15:00.0,10/1/2022
21193235,7/9/2024,30:00.0,00:00.0,0001-01-01
21194746,0001-01-01,00:00.0,00:00.0,0001-01-01
21195359,0001-01-01,00:00.0,00:00.0,0001-01-01
