Product,Year,Month,Supplying_Plant_Code,Channel,Sales_Office_ID,Invoice_No,Invoice_Date,Ship_to_Code_City,OBD_No,QTY,Sales_Value
TurboConvection O9,2024,12/1/2024,338,MT,118,2242043,12/28/2024,Bastar,44124643,18,1494252
TurboConvection O9,2024,6/1/2024,818,MT,109,2242209,6/4/2024,Lucknow,93156209,73,6060022
UltraCool R8000,2022,2/1/2022,338,Normal Trade,118,2242680,2/21/2022,Mana raipur,71504202,7,458948
TopCool R1000,2023,3/1/2023,242,MT,121,2243239,5/16/2023,Nettoor,82808093,12,942120
BakePro O3000,2024,12/1/2024,818,MT,109,2243274,12/31/2024,Dewas,NULL,65,3909555
CleanAir-C100,2024,4/1/2024,195,Normal Trade,116,2244267,4/30/2024,Muzaffarpur,26849576,83,7742157
WM-200D,2024,3/1/2024,833,E-com,119,2244282,3/18/2024,Kelva,70394554,76,6430892
TopCool R1000,2023,6/1/2023,818,MT,109,2244415,6/18/2023,Indore,42412874,53,4161030
CoolBox R1000,2024,12/1/2024,765,Normal Trade,113,2244491,12/2/2024,Meerut,NULL,2,153908
TurboConvection O9,2024,3/1/2024,125,MT,101,2244518,5/20/2024,Gadag,93879044,28,2324392
CleanAir-C100,2022,8/1/2022,818,E-com,109,2244606,8/12/2022,Morena,92899315,37,3451323
UltraCool R8000,2023,11/1/2023,833,MT,119,2244809,11/16/2023,Boisar,12721424,47,3081508
TurboConvection O9,2024,4/1/2024,242,E-com,121,2244876,4/26/2024,Tirur,55876720,79,6558106
WM-TL10,2022,3/1/2022,350,E-com,102,2245395,3/12/2022, cuttack,61966322,72,5595480
CleanAir-C100,2024,8/1/2024,195,E-com,116,2245514,8/8/2024,Darbhanga,14957805,19,1772301
FreshCool R2000,2022,1/1/2022,323,E-com,117,2245874,1/10/2022,Margao,18140120,58,9855070
FreshCool R2000,2024,6/1/2024,242,MT,105,2245952,6/24/2024,Manjeri malappuram,56295469,15,2548725
CoolBox R1000,2022,1/1/2022,854,Normal Trade,115,2246039,1/25/2022,Agra,94872018,22,1692988
FreshCool R2000,2022,12/1/2022,125,E-com,101,2246144,12/13/2022,Shimoga,69114124,12,2038980
WM-TL10,2023,11/1/2023,859,Normal Trade,120,2246646,11/29/2023,Vashi,62929779,25,1942875
FreshCool R2000,2024,12/1/2024,130,Normal Trade,114,2246691,12/14/2024,Amravati,NULL,61,10364815
BakePro O3000,2022,2/1/2022,189,MT,110,2247151,2/2/2022,Gharasana,99640817,37,2225439
PowerMix,2024,3/1/2024,242,E-com,111,2247391,5/26/2024,Kakinada,53904728,25,2805725
CleanAir-C100,2024,11/1/2024,242,MT,105,2247470,11/3/2024,Trivandrum,NULL,78,7275762
UltraCool R8000,2024,4/1/2024,303,Normal Trade,123,2247698,4/8/2024,Anakapalli,25350181,67,4392788
WM-TL10,2024,3/1/2024,754,MT,122,2247895,3/11/2024,Surat,67898938,22,1709730
CoolBox R1000,2023,8/1/2023,858,E-com,107,2247900,8/1/2023,West tripura,64783112,76,5848504
FreshCool R2000,2024,9/1/2024,125,Normal Trade,101,2247918,9/10/2024,Turuvekere,35084301,50,8495750
TopCool R1000,2024,6/1/2024,658,Normal Trade,108,2247981,7/11/2024,Jogulamba district,51488074,35,2747850
CoolBox R1000,2023,3/1/2023,765,MT,103,2248676,3/27/2023,Mullanpur garib dass,42633405,50,3847700
UltraCool R8000,2024,8/1/2024,242,E-com,111,2248895,8/8/2024,Kollam,13496882,83,5441812
FreshFreeze R2800,2023,6/1/2023,833,MT,119,2249032,6/21/2023,Colaba,70301220,8,631672
PowerMix,2022,8/1/2022,765,MT,103,2249274,8/2/2022,Amritsar,57613415,61,6845969
TurboConvection O9,2022,3/1/2022,792,Normal Trade,106,2249513,3/28/2022,Porvorim,12923691,8,664112
FreshFreeze R2800,2024,4/1/2024,754,MT,100,2249674,4/27/2024,Valsad district,73072957,1,78959
FreshCool R2000,2024,12/1/2024,658,Normal Trade,108,2249935,12/1/2024,Hyederabad,NULL,59,10024985
TurboConvection O9,2024,3/1/2024,328,Normal Trade,104,2250064,3/29/2024,Villivakkam,25193029,23,1909322
FreshFreeze R2800,2023,3/1/2023,125,E-com,101,2250380,5/5/2023,Coimbatore,56504710,13,1026467
PowerMix,2022,4/1/2022,125,MT,101,2250454,4/20/2022,Bellary,54480754,54,6060366
CleanAir-C100,2022,11/1/2022,125,Normal Trade,101,2250528,11/24/2022,Banglore,33304763,58,5410182
PowerMix,2022,3/1/2022,858,Normal Trade,107,2250886,5/26/2022,Howrah,44864205,46,5162534
WM-101SA,2022,6/1/2022,242,Normal Trade,105,2250923,6/26/2022,Palakkad,42387931,14,1589910
CoolBox R1000,2022,11/1/2022,195,MT,116,2251198,11/13/2022,Bhabua,77522712,9,692586
TurboConvection O9,2023,3/1/2023,754,Normal Trade,122,2251483,5/19/2023,Kalol,12076385,15,1245210
WM-200D,2024,3/1/2024,765,E-com,113,2251485,5/30/2024,Kapurthala,31665427,27,2284659
WM-200D,2024,6/1/2024,765,E-com,103,2251622,7/16/2024,Jammu and kashmir,67210295,71,6007807
CoolBox R1000,2024,2/1/2024,754,Normal Trade,122,2251886,2/10/2024,Palanpur,55355718,62,4771148
TurboConvection O9,2022,11/1/2022,854,MT,115,2252080,11/5/2022,Shamli,98655223,15,1245210
BakePro O3000,2024,9/1/2024,765,MT,113,2252381,9/3/2024,Tarn taran sahib,15029740,36,2165292
WM-200D,2022,6/1/2022,130,MT,114,2253042,6/15/2022,Amrawati,67105228,29,2453893
FreshBreeze-300,2022,8/1/2022,242,MT,105,2253315,8/9/2022,Kaloor,57662793,56,6848688
FreshFreeze R2800,2024,2/1/2024,854,MT,115,2253555,2/20/2024,Kosi Kalan,77438831,70,5527130
WM-101SA,2024,12/1/2024,195,Normal Trade,116,2254084,12/12/2024,Bokaro,NULL,30,3406950
PowerMix,2022,3/1/2022,130,E-com,114,2254349,5/28/2022,Nagpur,11568566,52,5835908
WM-101SA,2023,3/1/2023,854,E-com,115,2254551,3/3/2023,Charkhi Dadri,81729149,49,5564685
UltraCool R8000,2023,12/1/2023,242,MT,121,2254998,12/21/2023,Pathanamthitta,33730171,2,131128
WM-200D,2023,3/1/2023,323,E-com,117,2255341,3/2/2023,Barshi,87034049,16,1353872
PowerMix,2022,3/1/2022,125,E-com,101,2255549,3/2/2022,Perumbavoor,49194152,46,5162534
FreshCool R2000,2022,8/1/2022,859,E-com,120,2255802,8/22/2022,Jalandhar,33107350,2,339830
BakePro O3000,2023,2/1/2023,765,MT,103,2256129,2/20/2023,Nangal,16697766,64,3849408
BakePro O3000,2024,4/1/2024,303,Normal Trade,123,2256271,4/13/2024,Ganapavaram,83360594,56,3368232
TopCool R1000,2022,1/1/2022,833,E-com,119,2256483,1/29/2022,Talasari,68273344,74,5809740
TurboConvection O9,2024,6/1/2024,303,Normal Trade,124,2257685,6/15/2024,New gajuwaka,14510051,56,4648784
TurboConvection O9,2024,3/1/2024,658,MT,108,2258048,3/2/2024,Jedcherla,32215479,54,4482756
FreshBreeze-300,2022,4/1/2022,303,MT,123,2258195,4/7/2022,Pedana,65704373,16,1956768
TopCool R1000,2022,12/1/2022,754,Normal Trade,122,2258222,12/12/2022,Bhavanagar,21005524,16,1256160
TopCool R1000,2022,9/1/2022,242,MT,111,2258262,9/25/2022,Vijayawada,30454970,13,1020630
FreshFreeze R2800,2022,6/1/2022,130,Normal Trade,114,2258473,6/28/2022,Amravati,52342760,36,2842524
FreshFreeze R2800,2023,3/1/2023,754,MT,100,2258480,5/6/2023,Selvassa,72382863,52,4105868
CoolBox R1000,2024,3/1/2024,754,E-com,100,2258960,5/17/2024,Jam nagar,13922049,37,2847298
CoolBox R1000,2022,3/1/2022,189,E-com,110,2259100,5/28/2022,Delhi,23594977,68,5232872
CleanAir-C100,2022,2/1/2022,132,MT,112,2259160,2/14/2022,Kanpur nagar,10270663,68,6342972
PowerMix,2023,9/1/2023,323,E-com,117,2259185,9/6/2023,Purandhar,38076848,5,561145
CoolBox R1000,2022,11/1/2022,338,Normal Trade,118,2259243,11/2/2022,Nagpur,20900372,45,3462930
CoolBox R1000,2023,3/1/2023,338,E-com,118,2259303,5/30/2023,Bastar,93372014,46,3539884
FreshBreeze-300,2023,3/1/2023,195,MT,116,2259332,5/23/2023,Gopalganj,20234940,11,1345278
TopCool R1000,2023,9/1/2023,765,E-com,113,2259379,9/11/2023,Rajpura,31009452,65,5103150
FreshBreeze-300,2022,4/1/2022,754,E-com,100,2259480,4/16/2022,Ahemdabad,35292286,38,4647324
LuxFridge R5000,2024,11/1/2024,765,MT,103,2259609,11/3/2024,Kullu,NULL,36,2976048
FreshFreeze R2800,2022,10/1/2022,125,Normal Trade,101,2259682,10/11/2022,Gokak,91546931,35,2763565
FreshFreeze R2800,2024,9/1/2024,658,Normal Trade,108,2259721,9/30/2024,Guntur,NULL,77,6079843
UltraCool R8000,2022,10/1/2022,858,E-com,107,2259739,10/19/2022,Agartala,31577283,34,2229176
TopCool R1000,2022,6/1/2022,818,Normal Trade,109,2259992,6/17/2022,Sehore,74850109,23,1805730
UltraCool R8000,2023,10/1/2023,818,MT,109,2260031,10/15/2023,Sehore,35945352,10,655640
WM-101SA,2022,12/1/2022,189,MT,110,2260050,12/28/2022,Udaipurwati,47720202,36,4088340
CleanAir-C100,2024,1/1/2024,125,Normal Trade,101,2260164,1/22/2024,Bengaluru,76878955,11,1026069
BakePro O3000,2022,3/1/2022,303,Normal Trade,124,2260315,3/22/2022,East godavari,26505050,61,3668967
UltraCool R8000,2023,6/1/2023,833,Normal Trade,119,2260713,6/15/2023,Sindhudurg,76384860,51,3343764
UltraCool R8000,2023,3/1/2023,859,Normal Trade,120,2260976,3/8/2023, bhiwandi,15383631,40,2622560
LuxFridge R5000,2024,11/1/2024,765,Normal Trade,103,2260988,11/25/2024,Sas nagar,74496425,41,3389388
TopCool R1000,2024,2/1/2024,125,E-com,101,2261173,2/29/2024,Bijpaur,85027830,42,3297420
FreshCool R2000,2023,11/1/2023,765,Normal Trade,113,2261524,11/14/2023,Bathinda,58825550,9,1529235
BakePro O3000,2024,4/1/2024,189,Normal Trade,110,2262112,4/2/2024,Sri ganganagar,90120675,31,1864557
TopCool R1000,2023,8/1/2023,754,E-com,122,2262175,8/29/2023,Ghandhinagar,86790148,11,863610
UltraCool R8000,2023,1/1/2023,125,Normal Trade,101,2262382,1/7/2023,Raichur,30005727,78,5113992
LuxFridge R5000,2024,6/1/2024,858,E-com,107,2262551,7/19/2024,Agartala,74575117,13,1074684
FreshBreeze-300,2023,2/1/2023,338,E-com,118,2262586,2/27/2023,Bhatapara,33600380,14,1712172
TurboConvection O9,2022,9/1/2022,323,Normal Trade,117,2262686,9/30/2022,Lonavala,66230298,53,4399742
WM-101SA,2022,8/1/2022,792,E-com,106,2263045,8/18/2022,Margao,17985583,47,5337555
FreshFreeze R2800,2023,6/1/2023,792,MT,106,2263230,6/10/2023,Sanata cruz,81005505,37,2921483
BakePro O3000,2024,3/1/2024,242,MT,105,2263376,5/29/2024,Edappally,45077368,14,842058
CleanAir-C100,2023,3/1/2023,765,Normal Trade,103,2263661,5/9/2023,City hapur,69721691,64,5969856
LuxFridge R5000,2022,3/1/2022,303,E-com,123,2263679,5/30/2022,Tadpatri,81918425,28,2314704
WM-200D,2022,2/1/2022,189,MT,110,2263711,2/21/2022,Baran,78728191,23,1946191
WM-101SA,2022,3/1/2022,132,MT,112,2264107,5/4/2022,Orai,94937322,11,1249215
FreshCool R2000,2022,3/1/2022,792,MT,106,2264218,5/2/2022,Porvorim,33776150,3,509745
TopCool R1000,2024,4/1/2024,858,E-com,107,2264379,4/20/2024,Kamrup metropolitan,95947330,25,1962750
CoolBox R1000,2022,11/1/2022,189,E-com,110,2264604,11/12/2022,Gharasana,21548508,44,3385976
WM-101SA,2023,1/1/2023,328,Normal Trade,104,2264611,1/29/2023,Chidambaram,92031834,30,3406950
TopCool R1000,2024,9/1/2024,818,MT,109,2264748,9/21/2024,Meerut,69476001,4,314040
TurboConvection O9,2024,2/1/2024,765,Normal Trade,103,2264790,2/24/2024,Ludhiana,51512466,50,4150700
LuxFridge R5000,2023,3/1/2023,132,Normal Trade,112,2265195,5/30/2023,Bijnor,11294562,67,5538756
BakePro O3000,2023,9/1/2023,818,MT,109,2265434,9/8/2023,Ratlam,12380762,78,4691466
BakePro O3000,2022,8/1/2022,328,Normal Trade,104,2265542,8/25/2022,Ramanadhapuram,65588616,8,481176
WM-101SA,2023,3/1/2023,858,Normal Trade,107,2266948,3/4/2023,Khatkhati,53253408,73,8290245
FreshBreeze-300,2023,1/1/2023,323,Normal Trade,117,2267214,1/4/2023,Satara,40131776,67,8193966
BakePro O3000,2024,1/1/2024,338,E-com,118,2267623,1/24/2024,Jagdalpur,88521426,72,4330584
FreshCool R2000,2022,4/1/2022,765,E-com,103,2267666,4/24/2022,Abohar,45413896,11,1869065
WM-200D,2024,11/1/2024,792,MT,106,2269944,11/16/2024,Mandrem,NULL,4,338468
TopCool R1000,2022,11/1/2022,323,MT,117,2269974,11/24/2022,Wadoda,15125899,31,2433810
TopCool R1000,2024,11/1/2024,130,MT,114,2270273,11/10/2024,Akola,95735668,41,3218910
WM-TL10,2022,10/1/2022,195,MT,116,2270746,10/5/2022,Sreerampore,58278939,21,1632015
TopCool R1000,2024,6/1/2024,859,E-com,120,2271373,6/29/2024,Virar west,35259577,55,4318050
PowerMix,2023,12/1/2023,189,Normal Trade,110,2271758,12/28/2023,Barmer,43933878,54,6060366
WM-200D,2024,10/1/2024,792,MT,106,2271902,10/25/2024,Porvorim,25238012,57,4823169
WM-200D,2024,6/1/2024,338,MT,118,2272514,7/12/2024,Mana raipur,38665803,56,4738552
WM-101SA,2023,4/1/2023,818,Normal Trade,109,2272607,4/8/2023,Dewas,78056965,42,4769730
FreshCool R2000,2024,3/1/2024,658,E-com,108,2272787,5/2/2024,Miryalaguda,33585155,30,5097450
LuxFridge R5000,2024,6/1/2024,323,E-com,117,2273196,6/15/2024,Shirwal,58196637,60,4960080
WM-TL10,2024,1/1/2024,754,Normal Trade,100,2273776,1/16/2024,Gujarat,77686323,54,4196610
FreshFreeze R2800,2022,1/1/2022,818,Normal Trade,109,2273983,1/11/2022,Harda,36658273,74,5842966
TopCool R1000,2022,1/1/2022,125,MT,101,2274041,1/23/2022,Medikeri,44678200,72,5652720
FreshBreeze-300,2022,1/1/2022,338,E-com,118,2274669,1/30/2022,Mana raipur,32925613,31,3791238
UltraCool R8000,2022,11/1/2022,833,MT,119,2274860,11/16/2022,Virar,86656472,63,4130532
LuxFridge R5000,2023,4/1/2023,854,Normal Trade,115,2275012,4/26/2023,Khatauli,77405271,31,2562708
UltraCool R8000,2024,12/1/2024,792,E-com,106,2275031,12/1/2024,Goa,54993070,76,4982864
CleanAir-C100,2023,2/1/2023,323,E-com,117,2275295,2/13/2023,Kolhapur,40746598,10,932790
TopCool R1000,2023,3/1/2023,323,Normal Trade,117,2275374,3/9/2023,Beed,55713584,24,1884240
FreshCool R2000,2022,1/1/2022,328,MT,104,2275512,1/31/2022,Villupuram,32998991,62,10534730
UltraCool R8000,2023,1/1/2023,242,MT,105,2275551,1/5/2023,Trivandrum killipalam,84430642,77,5048428
FreshBreeze-300,2024,10/1/2024,754,Normal Trade,100,2275659,10/22/2024,Mumbai,NULL,71,8683158
UltraCool R8000,2023,3/1/2023,858,Normal Trade,107,2276185,5/20/2023,Cachar,50358836,29,1901356
TurboConvection O9,2022,6/1/2022,195,MT,116,2276248,6/5/2022,Nalanda,96376054,60,4980840
FreshBreeze-300,2022,8/1/2022,242,Normal Trade,121,2276313,8/8/2022,Wayanad,57752389,17,2079066
FreshBreeze-300,2022,1/1/2022,859,MT,120,2276633,1/30/2022,Ghatkoper east,99576541,23,2812854
WM-TL10,2022,8/1/2022,189,Normal Trade,110,2276841,8/22/2022,Barmer,46726628,23,1787445
TurboConvection O9,2022,8/1/2022,242,Normal Trade,105,2277184,8/14/2022,Thrippunithura,90798118,56,4648784
LuxFridge R5000,2024,9/1/2024,859,E-com,120,2277216,9/25/2024,Taloja,21989127,20,1653360
FreshBreeze-300,2024,2/1/2024,765,E-com,103,2277408,2/12/2024,Meerut,73217654,62,7582476
BakePro O3000,2022,1/1/2022,303,Normal Trade,124,2277962,1/3/2022,Tadepalligudem,99522396,58,3488526
FreshBreeze-300,2024,3/1/2024,323,MT,117,2278697,5/1/2024,Lonand,91644753,54,6604092
CoolBox R1000,2024,6/1/2024,242,MT,111,2278754,7/1/2024,Thalassery,13450881,50,3847700
FreshBreeze-300,2024,6/1/2024,858,E-com,107,2278892,7/14/2024,Dibrughar,73604279,79,9661542
PowerMix,2023,12/1/2023,242,Normal Trade,121,2279507,12/27/2023,Mundakayam,19082707,18,2020122
UltraCool R8000,2022,12/1/2022,195,MT,116,2279911,12/16/2022,Bihar sharif,43768952,25,1639100
FreshCool R2000,2024,8/1/2024,303,E-com,123,2280048,8/9/2024,Bhimadolu,53414693,15,2548725
LuxFridge R5000,2023,1/1/2023,132,Normal Trade,112,2280131,1/11/2023,Hardoi,42925713,50,4133400
CoolBox R1000,2023,12/1/2023,125,Normal Trade,101,2280210,12/28/2023,Mysore,39696922,7,538678
PowerMix,2022,2/1/2022,833,E-com,119,2280254,2/13/2022,Wada,35005684,73,8192717
WM-101SA,2022,4/1/2022,754,Normal Trade,122,2280314,4/17/2022,Sikka,38225447,68,7722420
LuxFridge R5000,2022,2/1/2022,350,E-com,102,2280938,2/24/2022,Jatni,51790477,46,3802728
WM-TL10,2023,9/1/2023,242,MT,105,2281108,9/23/2023,Parayakadu alappuzha,70269142,12,932580
LuxFridge R5000,2023,11/1/2023,130,MT,114,2281267,11/24/2023,Chandrapur,10292428,12,992016
FreshBreeze-300,2023,12/1/2023,303,E-com,124,2281345,12/23/2023,Visakhapatnam,42583080,63,7704774
FreshBreeze-300,2022,9/1/2022,833,Normal Trade,119,2281703,9/13/2022,Panvel,27678448,27,3302046
WM-101SA,2022,10/1/2022,854,Normal Trade,115,2281835,10/13/2022,Etah,43681727,33,3747645
TopCool R1000,2024,1/1/2024,818,MT,109,2281890,1/14/2024,Vidisha,25729330,1,78510
WM-101SA,2024,6/1/2024,189,MT,110,2282463,6/6/2024,Delhi,41889529,62,7041030
TopCool R1000,2022,6/1/2022,792,MT,106,2282728,7/2/2022,North goa,27286261,64,5024640
BakePro O3000,2022,11/1/2022,859,E-com,120,2282825,11/30/2022,Mankoli naka,20120010,70,4210290
PowerMix,2022,3/1/2022,132,Normal Trade,112,2283422,3/22/2022,Unnao,38146386,20,2244580
CleanAir-C100,2022,2/1/2022,328,MT,104,2283470,2/22/2022,Nagapattinam,51870422,75,6995925
WM-101SA,2022,12/1/2022,765,Normal Trade,113,2283510,12/14/2022,Nawanshahr,99356926,62,7041030
LuxFridge R5000,2024,6/1/2024,195,Normal Trade,116,2283911,7/22/2024,Bihar,19917380,7,578676
TopCool R1000,2023,8/1/2023,338,Normal Trade,118,2284002,8/23/2023,Jagdalpur,16052535,14,1099140
TurboConvection O9,2022,1/1/2022,195,MT,116,2284021,1/2/2022,Bhagalpur,24123001,10,830140
CoolBox R1000,2024,9/1/2024,189,MT,110,2284063,9/1/2024,Neem ka thana,53833963,36,2770344
FreshCool R2000,2024,4/1/2024,242,E-com,111,2284152,4/5/2024,Idukki,27460000,9,1529235
TurboConvection O9,2023,12/1/2023,754,MT,100,2284185,12/24/2023,Nagpur,14692509,53,4399742
TurboConvection O9,2023,9/1/2023,130,MT,114,2284209,9/14/2023,Yavatmal,91312857,69,5727966
WM-101SA,2024,10/1/2024,130,E-com,114,2284412,10/30/2024,Chandrapur,92677946,60,6813900
WM-200D,2022,3/1/2022,195,Normal Trade,116,2284517,5/31/2022,Bihar sharif,17143918,5,423085
CoolBox R1000,2024,3/1/2024,242,Normal Trade,105,2285024,5/4/2024,Kasaragod,57070580,8,615632
FreshCool R2000,2024,1/1/2024,765,MT,103,2285087,1/6/2024,Jalandhar,23937459,50,8495750
LuxFridge R5000,2024,2/1/2024,242,Normal Trade,111,2285199,2/28/2024,Trivandrumkaramana,30210136,54,4464072
LuxFridge R5000,2022,12/1/2022,658,E-com,108,2285251,12/6/2022,Nirmal,37557812,24,1984032
LuxFridge R5000,2024,11/1/2024,754,MT,122,2285330,11/18/2024,Bhiwandi,17604050,36,2976048
FreshBreeze-300,2024,1/1/2024,195,E-com,116,2285355,1/24/2024,Saraidhella,44373400,70,8560860
TopCool R1000,2022,3/1/2022,242,MT,121,2285523,5/31/2022,Pala,78559883,15,1177650
FreshCool R2000,2024,9/1/2024,792,MT,106,2286412,9/7/2024,Mapusa,57130147,18,3058470
PowerMix,2024,10/1/2024,854,E-com,115,2286694,10/22/2024,Etah,NULL,20,2244580
PowerMix,2023,2/1/2023,765,E-com,113,2286876,2/7/2023,Himachal pradesh,24952346,15,1683435
TopCool R1000,2024,6/1/2024,242,MT,111,2286920,7/19/2024,Vanchiyoor,99118952,27,2119770
WM-101SA,2023,4/1/2023,242,MT,111,2286995,4/22/2023,Cheruthazham kannur,56696130,7,794955
FreshCool R2000,2022,11/1/2022,189,Normal Trade,110,2287024,11/7/2022,Barmer,92635780,54,9175410
UltraCool R8000,2022,3/1/2022,792,MT,106,2287111,5/29/2022,Siolim,71931577,58,3802712
WM-200D,2023,4/1/2023,854,MT,115,2287684,4/13/2023,Bhiwani,38905003,29,2453893
LuxFridge R5000,2023,6/1/2023,132,MT,112,2287783,7/18/2023,Etawah,98478560,17,1405356
UltraCool R8000,2022,6/1/2022,338,Normal Trade,118,2288554,7/5/2022,Bastar,20251264,38,2491432
PowerMix,2022,11/1/2022,765,E-com,113,2288836,11/8/2022,Mohali,36725847,7,785603
TurboConvection O9,2023,10/1/2023,242,E-com,121,2288896,10/28/2023,Nettoor,41905321,44,3652616
LuxFridge R5000,2022,11/1/2022,765,MT,103,2288937,11/21/2022,Srihindz,78969993,8,661344
BakePro O3000,2023,1/1/2023,818,E-com,109,2289085,1/26/2023,Rewa,43038691,57,3428379
FreshFreeze R2800,2023,2/1/2023,130,Normal Trade,114,2289086,2/13/2023,Kamptee,15220539,57,4500663
FreshFreeze R2800,2023,8/1/2023,125,Normal Trade,101,2289344,8/17/2023,Dakshina kannada,84279339,12,947508
TurboConvection O9,2024,6/1/2024,130,Normal Trade,114,2289480,7/21/2024,Bilaspur,25559073,68,5644952
FreshBreeze-300,2023,9/1/2023,859,Normal Trade,120,2289492,9/26/2023,Mumbra,67179200,39,4769622
FreshBreeze-300,2024,1/1/2024,242,E-com,121,2289534,1/4/2024,Tripunithura,47292234,68,8316264
PowerMix,2023,9/1/2023,242,MT,121,2289979,9/13/2023,East godavari,68464298,30,3366870
WM-101SA,2024,11/1/2024,125,E-com,101,2290474,11/24/2024,Tthandvapura,NULL,4,454260
FreshCool R2000,2023,10/1/2023,242,Normal Trade,111,2290777,10/30/2023,Attingal,75952595,3,509745
UltraCool R8000,2022,1/1/2022,754,MT,122,2290796,1/1/2022,Patan,50168264,19,1245716
UltraCool R8000,2024,10/1/2024,242,Normal Trade,121,2291254,10/13/2024,Manjeri malappuram,67179539,47,3081508
FreshBreeze-300,2024,3/1/2024,350,MT,102,2291460,5/6/2024,Berhampur,32914336,14,1712172
FreshFreeze R2800,2022,1/1/2022,303,MT,123,2292118,1/24/2022, srikakulam,18627607,29,2289811
FreshFreeze R2800,2023,6/1/2023,854,MT,115,2292432,6/10/2023,Debai,36833950,17,1342303
CoolBox R1000,2023,9/1/2023,242,Normal Trade,121,2292642,9/30/2023,Balaramapuram,19043872,70,5386780
WM-101SA,2024,4/1/2024,132,MT,112,2293020,4/20/2024,Hardoi,76591799,45,5110425
BakePro O3000,2023,6/1/2023,323,MT,117,2293325,7/30/2023,Panji,79060560,53,3187791
CleanAir-C100,2024,8/1/2024,792,Normal Trade,106,2293403,8/10/2024,Pune,57736211,60,5596740
FreshCool R2000,2023,6/1/2023,818,Normal Trade,109,2293828,7/29/2023,Chhatarpur,64903053,75,12743625
FreshFreeze R2800,2024,8/1/2024,658,Normal Trade,108,2293992,8/7/2024,Hanamkonda,40795724,13,1026467
FreshFreeze R2800,2023,6/1/2023,859,Normal Trade,120,2294222,7/22/2023,Ghatkoper east,25974143,50,3947950
TopCool R1000,2024,3/1/2024,350,MT,102,2294596,5/24/2024,Khorda,65738013,63,4946130
BakePro O3000,2024,10/1/2024,338,MT,118,2294615,10/3/2024,Bastar,NULL,14,842058
LuxFridge R5000,2024,12/1/2024,765,Normal Trade,103,2294732,12/2/2024,Nurpur,93113065,11,909348
BakePro O3000,2022,8/1/2022,328,E-com,104,2294766,8/6/2022,Sirkali,72614227,47,2826909
FreshBreeze-300,2024,6/1/2024,765,E-com,113,2294835,6/23/2024,Kapurthala,64414716,47,5748006
FreshBreeze-300,2023,10/1/2023,754,MT,122,2295222,10/25/2023,Mehsana,92310958,25,3057450
PowerMix,2023,1/1/2023,792,E-com,106,2295356,1/16/2023,Sanata cruz,72872428,33,3703557
TopCool R1000,2022,1/1/2022,854,Normal Trade,115,2296999,1/10/2022,Najibabad,26203862,63,4946130
WM-200D,2023,6/1/2023,130,Normal Trade,114,2297005,6/28/2023,Wardha,92475327,76,6430892
FreshFreeze R2800,2023,3/1/2023,242,E-com,111,2297419,5/19/2023,Perumbavoor,41478357,47,3711073
CoolBox R1000,2024,4/1/2024,242,MT,105,2297642,4/22/2024,Muvattupuzha,38013399,82,6310228
LuxFridge R5000,2024,12/1/2024,125,MT,101,2297658,12/9/2024,Byndoor,NULL,8,661344
TurboConvection O9,2022,8/1/2022,189,MT,110,2297694,8/10/2022,Bharatpur,12445545,47,3901658
CleanAir-C100,2023,4/1/2023,323,Normal Trade,117,2298335,4/14/2023,Lonavala,44586225,48,4477392
